Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
26-04-2020,Canada,37702769,691663,46895,2560,17321,557,27014
26-04-2020,Saudi Arabia,34747330,200000,17522,139,2357,115,15026
26-04-2020,Belgium,11583739,189067,46134,7094,10785,891,28255
26-04-2020,Mexico,128770253,65500,13842,1305,7149,378,5388
26-04-2020,Chile,19096687,155975,13331,189,7024,418,6118
26-04-2020,Netherlands,17130492,193950,37845,4475,,934,33120
26-04-2020,Pakistan,220356788,144365,13328,281,2936,111,10111
26-04-2020,Qatar,2875047,82289,10287,10,1012,72,9265
26-04-2020,Ecuador,17610231,56513,22719,576,1366,127,20777
26-04-2020,Switzerland,8647139,245300,29061,1610,21800,204,5651
26-04-2020,Belarus,9449678,147525,10463,72,1695,92,8696
26-04-2020,Sweden,10091856,94500,18640,2194,1005,399,15441
26-04-2020,Portugal,10200063,330512,23864,903,1329,182,21632
26-04-2020,Singapore,5844888,121774,13624,12,1060,22,12552
26-04-2020,Ireland,4931150,127319,19262,1087,9233,142,8942
26-04-2020,UAE,9875965,1057326,10349,76,1978,1,8295
26-04-2020,Bangladesh,164493041,46589,5416,145,122,1,5149
26-04-2020,Poland,37851327,290633,11617,535,2265,160,8817
26-04-2020,Ukraine,43762985,89373,8617,209,840,107,7568
26-04-2020,Indonesia,273176544,72099,8882,743,1107,,7032
26-04-2020,Romania,19251921,136518,11036,619,3054,236,7363
26-04-2020,Israel,8638917,302691,15443,201,6731,133,8511
26-04-2020,South Africa,59218133,168643,4546,87,1473,36,2986
26-04-2020,Japan,126520115,149074,13441,372,1809,296,11260
26-04-2020,Colombia,50817787,87199,5379,244,1133,117,4002
26-04-2020,Austria,9000366,227631,15225,542,12282,145,2401
26-04-2020,Kuwait,4262847,,3075,20,806,61,2249
26-04-2020,Egypt,102094004,90000,4534,317,1176,,3041
26-04-2020,Dominican Republic,10834889,22498,6135,278,910,144,4947
26-04-2020,Philippines,109403890,84789,7579,501,862,1,6216
26-04-2020,S. Korea,51264120,598285,10728,242,8717,55,1769
26-04-2020,Denmark,5789832,146915,8575,422,5805,70,2348
26-04-2020,Serbia,8741321,64303,8042,156,1182,85,6704
26-04-2020,Panama,4306425,25400,5538,159,338,85,5041
26-04-2020,Czechia,10706690,215116,7404,220,2545,79,4639
26-04-2020,Argentina,45146322,49905,3892,192,1107,144,2593
26-04-2020,Norway,5416217,155125,7527,201,32,49,7294
26-04-2020,Algeria,43752773,6500,3382,425,1508,40,1449
26-04-2020,Bahrain,1693667,114110,2647,8,1189,2,1450
26-04-2020,Afghanistan,38817349,8090,1531,50,207,7,1274
26-04-2020,Australia,25464216,510974,6716,83,5560,42,1073
26-04-2020,Morocco,36857758,27399,4065,161,593,1,3311
26-04-2020,Malaysia,32315733,131491,5780,98,3862,36,1820
26-04-2020,Kazakhstan,18749587,196298,2717,25,682,31,2010
26-04-2020,Finland,5539729,80300,4576,190,2500,62,1886
26-04-2020,Nigeria,205486161,10918,1273,40,239,2,994
26-04-2020,Moldova,4035024,11763,3408,96,895,212,2417
26-04-2020,Ghana,30991423,100622,1550,11,155,4,1384
26-04-2020,Oman,5089968,,1998,10,333,3,1655
26-04-2020,Armenia,2962604,17931,1746,28,833,10,885
26-04-2020,Bolivia,11653648,4995,866,46,74,3,746
26-04-2020,Luxembourg,624724,39003,3723,88,3104,22,531
26-04-2020,Iraq,40108260,71471,1820,87,1263,,470
26-04-2020,Hungary,9663123,63505,2500,272,485,61,1743
26-04-2020,Cameroon,26461313,,1621,56,786,12,779
26-04-2020,Azerbaijan,10128288,120479,1645,21,1139,15,485
26-04-2020,Thailand,69779718,142589,2922,51,2594,61,277
26-04-2020,Greece,10428746,64608,2517,134,577,46,1806
26-04-2020,Guinea,13086759,,996,7,208,,781
26-04-2020,Uzbekistan,33409960,242536,1869,8,789,8,1072
26-04-2020,Honduras,9885245,3457,627,59,65,10,503
26-04-2020,Sudan,43719159,,237,21,20,,196
26-04-2020,Senegal,16687100,466,671,9,283,1,379
26-04-2020,Bosnia and Herzegovina,3283087,25830,1516,59,624,4,833
26-04-2020,Bulgaria,6954222,27000,1300,56,205,41,1039
26-04-2020,Croatia,4108081,31622,2030,55,1103,23,872
26-04-2020,Ivory Coast,26294743,,1150,14,468,,668
26-04-2020,Guatemala,17874358,7200,473,13,45,5,415
26-04-2020,Cuba,11327404,39828,1369,54,501,11,814
26-04-2020,North Macedonia,2083384,15120,1386,61,500,13,825
26-04-2020,Iceland,340982,46352,1792,10,1608,3,174
26-04-2020,Estonia,1326433,47933,1643,49,233,6,1361
26-04-2020,Tajikistan,9510530,,,,,,
26-04-2020,Lithuania,2726360,104488,1438,41,467,17,930
26-04-2020,DRC,89204344,,442,28,50,,364
26-04-2020,Djibouti,986245,11741,1023,2,411,,610
26-04-2020,New Zealand,4817585,120981,1470,18,1142,1,310
26-04-2020,Slovakia,5459339,70928,1379,18,394,5,967
26-04-2020,Slovenia,2078905,48973,1396,82,221,23,1093
26-04-2020,Somalia,15835721,,436,23,10,2,403
26-04-2020,Gabon,2219053,572,176,3,30,1,143
26-04-2020,El Salvador,6482375,18686,298,8,83,4,207
26-04-2020,Mayotte,271976,2500,401,4,144,4,253
26-04-2020,Kyrgyzstan,6510930,45627,682,8,370,13,304
26-04-2020,Maldives,539365,5296,214,,17,2,197
26-04-2020,Hong Kong,7489763,145640,1038,4,772,4,262
26-04-2020,Tunisia,11803787,20818,949,38,216,20,695
26-04-2020,Guinea-Bissau,1962083,1500,53,1,3,,49
26-04-2020,Latvia,1888464,47671,812,12,267,6,533
26-04-2020,Sri Lanka,21402783,13850,523,7,120,2,396
26-04-2020,Albania,2878155,7279,726,28,410,4,288
26-04-2020,Lebanon,6828869,27827,707,24,145,44,538
26-04-2020,Cyprus,1206320,43542,817,14,148,15,655
26-04-2020,Kenya,53621669,17992,355,14,106,2,235
26-04-2020,Niger,24088734,5013,696,29,350,,317
26-04-2020,Mali,20174887,2172,389,23,112,,254
26-04-2020,Costa Rica,5088572,12467,695,6,264,8,425
26-04-2020,Burkina Faso,20829100,,632,42,453,,137
26-04-2020,Paraguay,7121943,7630,228,9,85,1,134
26-04-2020,Andorra,77251,1673,738,40,344,17,354
26-04-2020,Zambia,18317156,2586,88,3,42,1,43
26-04-2020,Uruguay,3472331,16496,596,14,370,9,212
26-04-2020,Equatorial Guinea,1396874,854,258,1,8,,249
26-04-2020,Georgia,3990035,9699,486,6,149,6,331
26-04-2020,San Marino,33923,2074,538,41,64,4,433
26-04-2020,Jordan,10191015,63737,447,7,337,5,103
26-04-2020,Venezuela,28445034,423592,325,10,137,3,178
26-04-2020,Malta,441407,27981,448,4,282,2,162
26-04-2020,Channel Islands,173672,5342,525,35,332,,158
26-04-2020,Haiti,11385726,769,74,6,7,,61
26-04-2020,Jamaica,2959659,2868,305,7,28,,270
26-04-2020,Chad,16364523,,46,,15,,31
26-04-2020,Sierra Leone,7956645,,93,4,10,,79
26-04-2020,Tanzania,59512999,,299,10,48,7,241
26-04-2020,Réunion,894557,,417,,300,2,117
26-04-2020,Taiwan,23811805,60459,429,6,281,,142
26-04-2020,Congo,5500730,,200,6,19,,175
26-04-2020,Palestine,5086351,27000,342,2,83,,257
26-04-2020,Nepal,29071791,51367,52,,16,,36
26-04-2020,Ethiopia,114599417,13645,123,3,41,,79
26-04-2020,Benin,12082333,,64,1,33,,30
26-04-2020,Isle of Man,84980,2854,308,18,247,22,43
26-04-2020,Mauritius,1271525,14445,332,9,299,3,24
26-04-2020,Togo,8254058,5951,98,6,62,,30
26-04-2020,Cabo Verde,555261,791,106,1,1,,104
26-04-2020,CAR,4819377,,19,,10,,9
26-04-2020,Montenegro,628057,5085,321,7,153,7,161
26-04-2020,Vietnam,97234232,212965,270,,225,8,45
26-04-2020,Madagascar,27599599,2357,124,,71,1,53
26-04-2020,Rwanda,12911155,6959,191,,92,,99
26-04-2020,South Sudan,11177895,,6,,,,6
26-04-2020,Uganda,45550580,20329,79,,46,,33
26-04-2020,Sao Tome and Principe,218653,19,4,,,,4
26-04-2020,Liberia,5042565,,124,12,25,,87
26-04-2020,French Guiana,297687,,111,1,87,,23
26-04-2020,Eswatini,1158724,714,59,1,10,,48
26-04-2020,Martinique,375298,,175,14,77,7,84
26-04-2020,Myanmar,54366792,6678,146,5,10,,131
26-04-2020,Faeroe Islands,48841,6588,187,,178,,9
26-04-2020,Guadeloupe,400116,,149,12,82,11,55
26-04-2020,Gibraltar,33692,2198,141,,131,,10
26-04-2020,Mozambique,31141818,1644,76,,12,,64
26-04-2020,Brunei,436979,12981,138,1,123,2,14
26-04-2020,Mongolia,3271795,7292,38,,9,,29
26-04-2020,Yemen,29742981,120,1,,1,,0
26-04-2020,Bermuda,62304,1173,109,5,39,10,65
26-04-2020,Guyana,786108,442,74,8,12,5,54
26-04-2020,Cambodia,16690788,5768,122,,117,1,5
26-04-2020,Trinidad and Tobago,1398962,1514,115,8,54,,53
26-04-2020,Aruba,106713,1622,100,2,73,4,25
26-04-2020,Monaco,39209,,94,4,42,1,48
26-04-2020,Bahamas,392795,,80,11,22,1,47
26-04-2020,Cayman Islands,65629,940,70,1,8,3,61
26-04-2020,Barbados,287335,1663,79,6,39,4,34
26-04-2020,Liechtenstein,38115,900,82,1,55,,26
26-04-2020,Mauritania,4633922,1032,7,1,6,,0
26-04-2020,Sint Maarten,42817,266,74,13,33,7,28
26-04-2020,Malawi,19066433,617,34,3,4,1,27
26-04-2020,Libya,6859926,1623,61,2,18,,41
26-04-2020,French Polynesia,280717,2069,57,,41,1,16
26-04-2020,Syria,17446406,,43,3,14,,26
26-04-2020,Angola,32731783,,26,2,6,,18
26-04-2020,Zimbabwe,14836491,6067,31,4,2,,25
26-04-2020,Macao,648258,,45,,31,1,14
26-04-2020,Burundi,11844472,284,11,1,4,,6
26-04-2020,Saint Martin,38585,,38,3,24,3,11
26-04-2020,Eritrea,3540444,,39,,13,,26
26-04-2020,Nicaragua,6615040,,13,3,7,,3
26-04-2020,Antigua and Barbuda,97833,113,24,3,11,1,10
26-04-2020,Botswana,2345678,5023,22,1,,,21
26-04-2020,Gambia,2407856,401,10,1,8,,1
26-04-2020,Timor-Leste,1315315,322,24,,2,,22
26-04-2020,Grenada,112462,175,18,,7,4,11
26-04-2020,Bhutan,770586,9791,7,,4,,3
26-04-2020,Laos,7262665,1735,19,,7,,12
26-04-2020,Belize,396732,816,18,2,5,1,11
26-04-2020,Fiji,895677,1007,18,,12,,6
26-04-2020,New Caledonia,285170,3952,18,,17,1,1
26-04-2020,Saint Lucia,183529,446,15,,15,,0
26-04-2020,St. Vincent Grenadines,110899,108,14,,5,,9
26-04-2020,Curaçao,164015,304,16,1,11,,4
26-04-2020,Dominica,71965,383,16,,13,,3
26-04-2020,Namibia,2535193,675,16,,8,,8
26-04-2020,Saint Kitts and Nevis,53155,260,15,,2,,13
26-04-2020,Falkland Islands,3467,353,13,,11,,2
26-04-2020,Turks and Caicos,38653,83,11,1,4,,6
26-04-2020,Vatican City,801,,9,,2,,7
26-04-2020,Comoros,867268,,,,,,
26-04-2020,Montserrat,4992,36,11,1,2,1,8
26-04-2020,Suriname,586006,404,10,1,7,,2
26-04-2020,Greenland,56759,1200,11,,11,,0
26-04-2020,Seychelles,98275,,11,,6,,5
26-04-2020,British Virgin Islands,30207,,6,1,3,,2
26-04-2020,Papua New Guinea,8925907,604,8,,,,8
26-04-2020,Caribbean Netherlands,26194,110,5,,,,5
26-04-2020,St. Barth,9874,,6,,6,,0
26-04-2020,Western Sahara,595462,,6,,5,,1
26-04-2020,Anguilla,14987,,3,,1,,2
26-04-2020,Lesotho,2140235,,,,,,
26-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
27-04-2020,USA,330774664,5696928,1010356,56797,138990,14186,814569
27-04-2020,Russia,145927292,3019434,87147,794,7346,2300,79007
27-04-2020,Spain,46752703,1345560,229422,23521,120832,7764,85069
27-04-2020,Brazil,212380932,291922,66501,4543,31142,8318,30816
27-04-2020,UK,67844241,719910,157149,21092,,1559,135713
27-04-2020,Italy,60471924,1789662,199414,26977,66624,1956,105813
27-04-2020,France,65256826,463662,165842,23293,45513,4608,97036
27-04-2020,Germany,83752855,2072669,158758,6126,114500,2409,38132
27-04-2020,Turkey,84230075,918885,112261,2900,33791,1736,75570
27-04-2020,Iran,83862642,432329,91472,5806,70933,3011,14733
27-04-2020,India,1378381772,665819,29451,939,7137,,21375
27-04-2020,Peru,32915899,239563,28699,782,8425,598,19492
27-04-2020,China,1439323776,,82830,4633,77474,52,723
27-04-2020,Canada,37702769,717451,48500,2707,18268,557,27525
27-04-2020,Saudi Arabia,34747330,200000,18811,144,2531,117,16136
27-04-2020,Belgium,11583739,214042,46687,7207,10878,903,28602
27-04-2020,Mexico,128770253,67635,14677,1351,8354,378,4972
27-04-2020,Chile,19096687,161235,13813,198,7327,426,6288
27-04-2020,Netherlands,17130492,193950,38245,4518,,905,33477
27-04-2020,Pakistan,220356788,150756,13915,292,3029,111,10594
27-04-2020,Qatar,2875047,85709,11244,10,1066,72,10168
27-04-2020,Ecuador,17610231,61529,23240,663,1557,146,21020
27-04-2020,Switzerland,8647139,245300,29164,1665,22200,185,5299
27-04-2020,Belarus,9449678,153845,11289,75,1740,92,9474
27-04-2020,Sweden,10091856,94500,18926,2274,1005,399,15647
27-04-2020,Portugal,10200063,360155,24027,928,1357,176,21742
27-04-2020,Singapore,5844888,121774,14423,14,1095,20,13314
27-04-2020,Ireland,4931150,127319,19648,1102,9233,146,9313
27-04-2020,UAE,9875965,1057326,10839,82,2090,1,8667
27-04-2020,Bangladesh,164493041,50401,5913,152,131,1,5630
27-04-2020,Poland,37851327,297859,11902,562,2466,160,8874
27-04-2020,Ukraine,43762985,93519,9009,220,864,110,7925
27-04-2020,Indonesia,273176544,75157,9096,765,1151,,7180
27-04-2020,Romania,19251921,143834,11339,641,3141,227,7557
27-04-2020,Israel,8638917,302691,15555,204,7200,129,8151
27-04-2020,South Africa,59218133,178470,4793,90,1473,36,3230
27-04-2020,Japan,126520115,150692,13614,385,1899,300,11330
27-04-2020,Colombia,50817787,90899,5597,253,1210,118,4134
27-04-2020,Austria,9000366,232537,15274,549,12362,140,2363
27-04-2020,Kuwait,4262847,,3288,22,1012,64,2254
27-04-2020,Egypt,102094004,90000,4782,337,1236,,3209
27-04-2020,Dominican Republic,10834889,22498,6293,282,993,144,5018
27-04-2020,Philippines,109403890,89889,7777,511,932,31,6334
27-04-2020,S. Korea,51264120,601660,10738,243,8764,55,1731
27-04-2020,Denmark,5789832,155810,8698,427,5959,72,2312
27-04-2020,Serbia,8741321,67917,8275,162,1209,85,6904
27-04-2020,Panama,4306425,26642,5779,165,369,85,5245
27-04-2020,Czechia,10706690,218474,7445,223,2826,73,4396
27-04-2020,Argentina,45146322,49905,4003,197,1140,144,2666
27-04-2020,Norway,5416217,164316,7599,205,32,52,7362
27-04-2020,Algeria,43752773,6500,3517,432,1558,40,1527
27-04-2020,Bahrain,1693667,117374,2723,8,1218,2,1497
27-04-2020,Afghanistan,38817349,8694,1703,57,220,7,1426
27-04-2020,Australia,25464216,517063,6720,83,5586,43,1051
27-04-2020,Morocco,36857758,29254,4120,162,695,1,3263
27-04-2020,Malaysia,32315733,144686,5820,99,3957,37,1764
27-04-2020,Kazakhstan,18749587,205560,2835,25,720,35,2090
27-04-2020,Finland,5539729,82437,4695,193,2500,56,2002
27-04-2020,Nigeria,205486161,10918,1337,40,255,2,1042
27-04-2020,Moldova,4035024,11763,3481,102,925,212,2454
27-04-2020,Ghana,30991423,100622,1550,11,155,4,1384
27-04-2020,Oman,5089968,,2049,10,364,3,1675
27-04-2020,Armenia,2962604,18547,1808,29,848,10,931
27-04-2020,Bolivia,11653648,5791,950,50,80,3,820
27-04-2020,Luxembourg,624724,39102,3729,88,3123,20,518
27-04-2020,Iraq,40108260,73782,1847,88,1286,,473
27-04-2020,Hungary,9663123,65625,2583,280,498,61,1805
27-04-2020,Cameroon,26461313,,1705,58,805,12,842
27-04-2020,Azerbaijan,10128288,128807,1678,22,1162,15,494
27-04-2020,Thailand,69779718,178083,2931,52,2609,61,270
27-04-2020,Greece,10428746,66094,2534,136,577,43,1821
27-04-2020,Guinea,13086759,,1163,7,246,,910
27-04-2020,Uzbekistan,33409960,242536,1904,8,892,8,1004
27-04-2020,Honduras,9885245,3643,661,61,79,10,521
27-04-2020,Sudan,43719159,,275,22,21,,232
27-04-2020,Senegal,16687100,466,736,9,284,1,443
27-04-2020,Bosnia and Herzegovina,3283087,26822,1565,60,659,4,846
27-04-2020,Bulgaria,6954222,27000,1363,58,206,41,1099
27-04-2020,Croatia,4108081,32817,2039,59,1166,21,814
27-04-2020,Ivory Coast,26294743,,1164,14,499,,651
27-04-2020,Guatemala,17874358,7200,500,15,49,5,436
27-04-2020,Cuba,11327404,39828,1389,56,525,12,808
27-04-2020,North Macedonia,2083384,15120,1399,65,553,13,781
27-04-2020,Iceland,340982,46377,1792,10,1624,1,158
27-04-2020,Estonia,1326433,48406,1647,50,233,7,1364
27-04-2020,Tajikistan,9510530,,,,,,
27-04-2020,Lithuania,2726360,106775,1449,41,474,17,934
27-04-2020,DRC,89204344,,459,28,50,,381
27-04-2020,Djibouti,986245,12250,1035,2,477,,556
27-04-2020,New Zealand,4817585,123920,1469,19,1180,1,270
27-04-2020,Slovakia,5459339,74099,1381,18,403,7,960
27-04-2020,Slovenia,2078905,49607,1402,83,221,22,1098
27-04-2020,Somalia,15835721,,480,26,10,2,444
27-04-2020,Gabon,2219053,724,211,3,43,1,165
27-04-2020,El Salvador,6482375,20109,323,8,89,4,226
27-04-2020,Mayotte,271976,2500,401,4,144,4,253
27-04-2020,Kyrgyzstan,6510930,45627,695,8,395,13,292
27-04-2020,Maldives,539365,5296,226,,17,2,209
27-04-2020,Hong Kong,7489763,145640,1038,4,787,4,247
27-04-2020,Tunisia,11803787,21081,967,39,279,18,649
27-04-2020,Guinea-Bissau,1962083,1500,73,1,18,,54
27-04-2020,Latvia,1888464,49235,818,13,267,5,538
27-04-2020,Sri Lanka,21402783,15240,588,7,126,2,455
27-04-2020,Albania,2878155,7491,736,28,422,4,286
27-04-2020,Lebanon,6828869,29367,710,24,145,44,541
27-04-2020,Cyprus,1206320,50220,822,15,148,15,659
27-04-2020,Kenya,53621669,17992,363,14,114,2,235
27-04-2020,Niger,24088734,5013,701,29,385,,287
27-04-2020,Mali,20174887,2172,408,23,113,,272
27-04-2020,Costa Rica,5088572,12670,697,6,287,8,404
27-04-2020,Burkina Faso,20829100,,635,42,469,,124
27-04-2020,Paraguay,7121943,7630,228,9,93,1,126
27-04-2020,Andorra,77251,1673,743,40,385,17,318
27-04-2020,Zambia,18317156,2586,88,3,42,1,43
27-04-2020,Uruguay,3472331,17063,606,15,375,10,216
27-04-2020,Equatorial Guinea,1396874,854,258,1,9,,248
27-04-2020,Georgia,3990035,11504,497,6,156,6,335
27-04-2020,San Marino,33923,2082,538,41,64,4,433
27-04-2020,Jordan,10191015,63737,449,7,342,5,100
27-04-2020,Venezuela,28445034,440966,329,10,142,3,177
27-04-2020,Malta,441407,29456,450,4,286,1,160
27-04-2020,Channel Islands,173672,5342,525,35,352,,138
27-04-2020,Haiti,11385726,769,74,6,7,,61
27-04-2020,Jamaica,2959659,3262,350,7,28,3,315
27-04-2020,Chad,16364523,,46,,15,,31
27-04-2020,Sierra Leone,7956645,,93,4,10,,79
27-04-2020,Tanzania,59512999,,299,10,48,7,241
27-04-2020,Réunion,894557,,418,,300,2,118
27-04-2020,Taiwan,23811805,61684,429,6,290,,133
27-04-2020,Congo,5500730,,200,6,19,,175
27-04-2020,Palestine,5086351,27000,342,2,83,,257
27-04-2020,Nepal,29071791,51367,52,,16,,36
27-04-2020,Ethiopia,114599417,14588,124,3,50,,71
27-04-2020,Benin,12082333,,64,1,33,,30
27-04-2020,Isle of Man,84980,2903,308,20,248,22,40
27-04-2020,Mauritius,1271525,14445,334,10,302,3,22
27-04-2020,Togo,8254058,5951,98,6,62,,30
27-04-2020,Cabo Verde,555261,791,109,1,1,,107
27-04-2020,CAR,4819377,,19,,10,,9
27-04-2020,Montenegro,628057,5085,321,7,189,7,125
27-04-2020,Vietnam,97234232,212965,270,,225,8,45
27-04-2020,Madagascar,27599599,2357,128,,75,1,53
27-04-2020,Rwanda,12911155,6959,207,,93,,114
27-04-2020,South Sudan,11177895,,6,,,,6
27-04-2020,Uganda,45550580,22318,79,,47,,32
27-04-2020,Sao Tome and Principe,218653,19,4,,,,4
27-04-2020,Liberia,5042565,,124,12,25,,87
27-04-2020,French Guiana,297687,,111,1,87,,23
27-04-2020,Eswatini,1158724,714,65,1,10,,54
27-04-2020,Martinique,375298,,175,14,77,7,84
27-04-2020,Myanmar,54366792,6987,146,5,16,,125
27-04-2020,Faeroe Islands,48841,6588,187,,178,,9
27-04-2020,Guadeloupe,400116,,149,12,82,11,55
27-04-2020,Gibraltar,33692,2198,141,,131,,10
27-04-2020,Mozambique,31141818,1644,76,,12,,64
27-04-2020,Brunei,436979,13149,138,1,124,2,13
27-04-2020,Mongolia,3271795,7292,38,,10,,28
27-04-2020,Yemen,29742981,120,1,,1,,0
27-04-2020,Bermuda,62304,1682,110,6,44,10,60
27-04-2020,Guyana,786108,464,74,8,15,5,51
27-04-2020,Cambodia,16690788,11576,122,,119,1,3
27-04-2020,Trinidad and Tobago,1398962,1532,116,8,59,,49
27-04-2020,Aruba,106713,1626,100,2,73,4,25
27-04-2020,Monaco,39209,,95,4,42,1,49
27-04-2020,Bahamas,392795,,80,11,22,1,47
27-04-2020,Cayman Islands,65629,940,70,1,8,3,61
27-04-2020,Barbados,287335,1751,80,6,39,4,35
27-04-2020,Liechtenstein,38115,900,82,1,55,,26
27-04-2020,Mauritania,4633922,1032,7,1,6,,0
27-04-2020,Sint Maarten,42817,266,74,13,33,7,28
27-04-2020,Malawi,19066433,617,36,3,4,1,29
27-04-2020,Libya,6859926,1623,61,2,18,,41
27-04-2020,French Polynesia,280717,2266,57,,43,1,14
27-04-2020,Syria,17446406,,43,3,19,,21
27-04-2020,Angola,32731783,,27,2,6,,19
27-04-2020,Zimbabwe,14836491,6395,31,4,5,,22
27-04-2020,Macao,648258,,45,,32,1,13
27-04-2020,Burundi,11844472,284,11,1,4,,6
27-04-2020,Saint Martin,38585,,38,3,24,3,11
27-04-2020,Eritrea,3540444,,39,,13,,26
27-04-2020,Nicaragua,6615040,,13,3,7,,3
27-04-2020,Antigua and Barbuda,97833,113,24,3,11,1,10
27-04-2020,Botswana,2345678,5023,22,1,,,21
27-04-2020,Gambia,2407856,401,10,1,8,,1
27-04-2020,Timor-Leste,1315315,322,24,,2,,22
27-04-2020,Grenada,112462,175,18,,7,4,11
27-04-2020,Bhutan,770586,9829,7,,4,,3
27-04-2020,Laos,7262665,1796,19,,7,,12
27-04-2020,Belize,396732,936,18,2,6,1,10
27-04-2020,Fiji,895677,1007,18,,12,,6
27-04-2020,New Caledonia,285170,3952,18,,17,1,1
27-04-2020,Saint Lucia,183529,446,15,,15,,0
27-04-2020,St. Vincent Grenadines,110899,108,15,,5,,10
27-04-2020,Curaçao,164015,304,16,1,11,,4
27-04-2020,Dominica,71965,383,16,,13,,3
27-04-2020,Namibia,2535193,704,16,,8,,8
27-04-2020,Saint Kitts and Nevis,53155,260,15,,2,,13
27-04-2020,Falkland Islands,3467,353,13,,11,,2
27-04-2020,Turks and Caicos,38653,83,12,1,5,,6
27-04-2020,Vatican City,801,,9,,2,,7
27-04-2020,Comoros,867268,,,,,,
27-04-2020,Montserrat,4992,36,11,1,2,1,8
27-04-2020,Suriname,586006,404,10,1,7,,2
27-04-2020,Greenland,56759,1200,11,,11,,0
27-04-2020,Seychelles,98275,,11,,6,,5
27-04-2020,British Virgin Islands,30207,,6,1,3,,2
27-04-2020,Papua New Guinea,8925907,604,8,,,,8
27-04-2020,Caribbean Netherlands,26194,110,5,,,,5
27-04-2020,St. Barth,9874,,6,,6,,0
27-04-2020,Western Sahara,595462,,6,,5,,1
27-04-2020,Anguilla,14987,,3,,3,,0
27-04-2020,Lesotho,2140235,,,,,,
27-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
28-04-2020,USA,330774664,5919847,1035765,59266,142238,15298,834261
28-04-2020,Russia,145927292,3139258,93558,867,8456,2300,84235
28-04-2020,Spain,46752703,1345560,232128,23822,123903,7764,84403
28-04-2020,Brazil,212380932,339552,72899,5063,32544,8318,35292
28-04-2020,UK,67844241,763387,161145,21678,,1559,139123
28-04-2020,Italy,60471924,1846934,201505,27359,68941,1863,105205
28-04-2020,France,65256826,463662,165911,23660,46886,4387,95365
28-04-2020,Germany,83752855,2072669,159912,6314,117400,2409,36198
28-04-2020,Turkey,84230075,948115,114653,2992,38809,1621,72852
28-04-2020,Iran,83862642,442590,92584,5877,72439,2983,14268
28-04-2020,India,1378381772,716733,31324,1008,7747,,22569
28-04-2020,Peru,32915899,267612,31190,854,9179,600,21157
28-04-2020,China,1439323776,,82836,4633,77555,50,648
28-04-2020,Canada,37702769,740859,50026,2859,19190,557,27977
28-04-2020,Saudi Arabia,34747330,200000,20077,152,2784,118,17141
28-04-2020,Belgium,11583739,220204,47334,7331,10943,876,29060
28-04-2020,Mexico,128770253,71103,15529,1434,9086,378,5009
28-04-2020,Chile,19096687,166165,14365,207,7710,426,6448
28-04-2020,Netherlands,17130492,209726,38416,4566,,861,33600
